-5.0e0 -5.0e0 1.07752109e4 1.07752109e4
-4.58334e0 -5.0e0 1.06857982e4 1.06857982e4
-4.16668e0 -5.0e0 1.05970848e4 1.05970848e4
-3.75002e0 -5.0e0 1.05092342e4 1.05092342e4
-3.33336e0 -5.0e0 1.04219638e4 1.04219638e4
-2.9167e0 -5.0e0 1.03355861e4 1.03355861e4
-2.50004e0 -5.0e0 1.02496844e4 1.02496844e4
-2.08338e0 -5.0e0 1.01646606e4 1.01646606e4
-1.66672e0 -5.0e0 1.00804253e4 1.00804253e4
-1.25006e0 -5.0e0 9.9966808e3 9.9966808e3
-8.334e-1 -5.0e0 9.9137993e3 9.9137993e3
-4.1674e-1 -5.0e0 9.8315128e3 9.8315128e3
-8.0e-5 -5.0e0 9.75e3 9.75e3
4.1658e-1 -5.0e0 9.67131683e3 9.67131683e3
8.3324e-1 -5.0e0 9.59039314e3 9.59039314e3
1.2499e0 -5.0e0 9.51132019e3 9.51132019e3
1.66656e0 -5.0e0 9.43234543e3 9.43234543e3
2.08322e0 -5.0e0 9.35444183e3 9.35444183e3
2.49988e0 -5.0e0 9.27644302e3 9.27644302e3
2.91654e0 -5.0e0 9.19941719e3 9.19941719e3
3.3332e0 -5.0e0 9.12317241e3 9.12317241e3
3.7498601e0 -5.0e0 9.04722072e3 9.04722072e3
4.1665201e0 -5.0e0 8.97204712e3 8.97204712e3
4.5831801e0 -5.0e0 8.89794765e3 8.89794765e3
4.9998401e0 -5.0e0 8.82384819e3 8.82384819e3

-5.0e0 -4.58334e0 1.0798236e4 1.0798236e4
-4.58334e0 -4.58334e0 1.07086322e4 1.07086322e4
-4.16668e0 -4.58334e0 1.06197292e4 1.06197292e4
-3.75002e0 -4.58334e0 1.05316908e4 1.05316908e4
-3.33336e0 -4.58334e0 1.0444234e4 1.0444234e4
-2.9167e0 -4.58334e0 1.03576718e4 1.03576718e4
-2.50004e0 -4.58334e0 1.02715866e4 1.02715866e4
-2.08338e0 -4.58334e0 1.01863809e4 1.01863809e4
-1.66672e0 -4.58334e0 1.01019656e4 1.01019656e4
-1.25006e0 -4.58334e0 1.00180423e4 1.00180423e4
-8.334e-1 -4.58334e0 9.9349835e3 9.9349835e3
-4.1674e-1 -4.58334e0 9.8525214e3 9.8525214e3
-8.0e-5 -4.58334e0 9.7708344e3 9.7708344e3
4.1658e-1 -4.58334e0 9.69198305e3 9.69198305e3
8.3324e-1 -4.58334e0 9.61088643e3 9.61088643e3
1.2499e0 -4.58334e0 9.53164452e3 9.53164452e3
1.66656e0 -4.58334e0 9.45250099e3 9.45250099e3
2.08322e0 -4.58334e0 9.37443092e3 9.37443092e3
2.49988e0 -4.58334e0 9.29626544e3 9.29626544e3
2.91654e0 -4.58334e0 9.21907501e3 9.21907501e3
3.3332e0 -4.58334e0 9.14266731e3 9.14266731e3
3.7498601e0 -4.58334e0 9.06655333e3 9.06655333e3
4.1665201e0 -4.58334e0 8.99121909e3 8.99121909e3
4.5831801e0 -4.58334e0 8.91696129e3 8.91696129e3
4.9998401e0 -4.58334e0 8.84270348e3 8.84270348e3

-5.0e0 -4.16668e0 1.08212593e4 1.08212593e4
-4.58334e0 -4.16668e0 1.07314645e4 1.07314645e4
-4.16668e0 -4.16668e0 1.0642372e4 1.0642372e4
-3.75002e0 -4.16668e0 1.0554146e4 1.0554146e4
-3.33336e0 -4.16668e0 1.04665027e4 1.04665027e4
-2.9167e0 -4.16668e0 1.03797559e4 1.03797559e4
-2.50004e0 -4.16668e0 1.02934871e4 1.02934871e4
-2.08338e0 -4.16668e0 1.02080998e4 1.02080998e4
-1.66672e0 -4.16668e0 1.01235045e4 1.01235045e4
-1.25006e0 -4.16668e0 1.00394022e4 1.00394022e4
-8.334e-1 -4.16668e0 9.9561664e3 9.9561664e3
-4.1674e-1 -4.16668e0 9.8735283e3 9.8735283e3
-8.0e-5 -4.16668e0 9.7916672e3 9.7916672e3
4.1658e-1 -4.16668e0 9.71264775e3 9.71264775e3
8.3324e-1 -4.16668e0 9.63137822e3 9.63137822e3
1.2499e0 -4.16668e0 9.55196735e3 9.55196735e3
1.66656e0 -4.16668e0 9.47265508e3 9.47265508e3
2.08322e0 -4.16668e0 9.39441856e3 9.39441856e3
2.49988e0 -4.16668e0 9.31608643e3 9.31608643e3
2.91654e0 -4.16668e0 9.23873141e3 9.23873141e3
3.3332e0 -4.16668e0 9.1621608e3 9.1621608e3
3.7498601e0 -4.16668e0 9.08588452e3 9.08588452e3
4.1665201e0 -4.16668e0 9.01038966e3 9.01038966e3
4.5831801e0 -4.16668e0 8.93597353e3 8.93597353e3
4.9998401e0 -4.16668e0 8.8615574e3 8.8615574e3

-5.0e0 -3.75002e0 1.08442827e4 1.08442827e4
-4.58334e0 -3.75002e0 1.07542969e4 1.07542969e4
-4.16668e0 -3.75002e0 1.06650148e4 1.06650148e4
-3.75002e0 -3.75002e0 1.05766011e4 1.05766011e4
-3.33336e0 -3.75002e0 1.04887712e4 1.04887712e4
-2.9167e0 -3.75002e0 1.04018399e4 1.04018399e4
-2.50004e0 -3.75002e0 1.03153876e4 1.03153876e4
-2.08338e0 -3.75002e0 1.02298187e4 1.02298187e4
-1.66672e0 -3.75002e0 1.01450433e4 1.01450433e4
-1.25006e0 -3.75002e0 1.0060762e4 1.0060762e4
-8.334e-1 -3.75002e0 9.9773492e3 9.9773492e3
-4.1674e-1 -3.75002e0 9.8945352e3 9.8945352e3
-8.0e-5 -3.75002e0 9.8125e3 9.8125e3
4.1658e-1 -3.75002e0 9.73331245e3 9.73331245e3
8.3324e-1 -3.75002e0 9.65187001e3 9.65187001e3
1.2499e0 -3.75002e0 9.57229019e3 9.57229019e3
1.66656e0 -3.75002e0 9.49280917e3 9.49280917e3
2.08322e0 -3.75002e0 9.4144062e3 9.4144062e3
2.49988e0 -3.75002e0 9.3359074e3 9.3359074e3
2.91654e0 -3.75002e0 9.2583878e3 9.2583878e3
3.3332e0 -3.75002e0 9.18165428e3 9.18165428e3
3.7498601e0 -3.75002e0 9.10521573e3 9.10521573e3
4.1665201e0 -3.75002e0 9.02956024e3 9.02956024e3
4.5831801e0 -3.75002e0 8.95498578e3 8.95498578e3
4.9998401e0 -3.75002e0 8.88041132e3 8.88041132e3

-5.0e0 -3.33336e0 1.0867306e4 1.0867306e4
-4.58334e0 -3.33336e0 1.07771292e4 1.07771292e4
-4.16668e0 -3.33336e0 1.06876576e4 1.06876576e4
-3.75002e0 -3.33336e0 1.05990561e4 1.05990561e4
-3.33336e0 -3.33336e0 1.05110399e4 1.05110399e4
-2.9167e0 -3.33336e0 1.0423924e4 1.0423924e4
-2.50004e0 -3.33336e0 1.0337288e4 1.0337288e4
-2.08338e0 -3.33336e0 1.02515375e4 1.02515375e4
-1.66672e0 -3.33336e0 1.01665822e4 1.01665822e4
-1.25006e0 -3.33336e0 1.00821219e4 1.00821219e4
-8.334e-1 -3.33336e0 9.998532e3 9.998532e3
